id,value,feed_id,created_at,lat,lon,ele
0FFMKBTQMEBBM11BRJMPPHAQEX,935.92,2699034,2023-12-19 20:58:47 UTC,,,
0FFMKBWN30XB0VR57374NAGHJ3,932.80,2699034,2023-12-19 20:58:53 UTC,,,
0FFMKBYJG815P02QRDDF6BVDJM,929.60,2699034,2023-12-19 20:58:59 UTC,,,
0FFMKC0FXG260FK46Y71YKJJ96,925.70,2699034,2023-12-19 20:59:06 UTC,,,
0FFMKC2D77MB3CYK5X458CB49P,924.82,2699034,2023-12-19 20:59:12 UTC,,,
0FFMKC4APC54X4VZKT9SWDWDNG,924.28,2699034,2023-12-19 20:59:18 UTC,,,
0FFMKC67ZF2ZZ1SK8MCZVJ27GX,918.37,2699034,2023-12-19 20:59:25 UTC,,,
0FFMKC85ND8VVNPAN1FYTN293H,916.49,2699034,2023-12-19 20:59:31 UTC,,,
0FFMKCA2WSBHK443BT2CEY5H1S,916.60,2699034,2023-12-19 20:59:37 UTC,,,
0FFMKCC06QG9GAJCWJ2NDW8HTT,914.97,2699034,2023-12-19 20:59:43 UTC,,,
0FFMKCDXJ91KRWSAD248EHWNFC,914.06,2699034,2023-12-19 20:59:50 UTC,,,
0FFMKCFTZP47D6GKJDY7G0VDN1,911.00,2699034,2023-12-19 20:59:56 UTC,,,
0FFMKCHRBGA7E7NZ22C4HWQS9K,904.01,2699034,2023-12-19 21:00:02 UTC,,,
0FFMKCKNX8BJNM7D95R8JSCJPW,897.60,2699034,2023-12-19 21:00:09 UTC,,,
0FFMKCNK3SC5SQKZ54PHMWKFAW,892.90,2699034,2023-12-19 21:00:15 UTC,,,
0FFMKCQGHHANFGCYZEFJ5RVJWK,897.90,2699034,2023-12-19 21:00:21 UTC,,,
0FFMKCSE1JNSYG4HCSCBQ18MN6,903.72,2699034,2023-12-19 21:00:27 UTC,,,
0FFMKCVBC75SQ350NPM37BXD7G,903.44,2699034,2023-12-19 21:00:34 UTC,,,
0FFMKCX8Q5DDP8FPR8BKDYV5E0,898.09,2699034,2023-12-19 21:00:40 UTC,,,
0FFMKCZ6CC2ZATEB0VFQDD6MQX,903.22,2699034,2023-12-19 21:00:46 UTC,,,
0FFMKD13HK6WQRQQBQC7GW0JW8,911.23,2699034,2023-12-19 21:00:53 UTC,,,
0FFMKD312YV7SBGE1K0YAZ8A1Y,913.30,2699034,2023-12-19 21:00:59 UTC,,,
0FFMKD4YDGT25R5BMMBDC4XCE9,913.10,2699034,2023-12-19 21:01:05 UTC,,,
0FFMKD6VQJ81ZDAF92B4VJNKMN,907.87,2699034,2023-12-19 21:01:11 UTC,,,
0FFMKD8S56HJXBSQ2A75VCVVDW,904.67,2699034,2023-12-19 21:01:18 UTC,,,
0FFMKDAPFBJEF74M6SFHRYYX5R,899.55,2699034,2023-12-19 21:01:24 UTC,,,
0FFMKDCKVZ2VF0Q6GAHHGRNCJ5,894.96,2699034,2023-12-19 21:01:30 UTC,,,
0FFMKDEH8R81XQY0SAK7H3KHJN,886.31,2699034,2023-12-19 21:01:37 UTC,,,
0FFMKDGEN11M0XFBAT9Q6V834R,881.46,2699034,2023-12-19 21:01:43 UTC,,,
0FFMKDJC212ACWFKWQ3Q59A88D,880.22,2699034,2023-12-19 21:01:49 UTC,,,
0FFMKDM9K5CH4P6P564HT7P9BW,886.30,2699034,2023-12-19 21:01:55 UTC,,,
0FFMKDP6WQ19EVSM96SCSHK18Y,889.04,2699034,2023-12-19 21:02:02 UTC,,,
0FFMKDR477ECAWH8GTZWM83ABS,889.04,2699034,2023-12-19 21:02:08 UTC,,,
0FFMKDT1RCPHZNRD1MB9Y7GDXM,892.64,2699034,2023-12-19 21:02:14 UTC,,,
0FFMKDVZ1RNNJM7KWP9ZFE498X,893.39,2699034,2023-12-19 21:02:21 UTC,,,
0FFMKDXWCSH5YSH1TJ94Z1CZHY,892.74,2699034,2023-12-19 21:02:27 UTC,,,
0FFMKDZSTCRXHM97QXP9AG0X3C,893.38,2699034,2023-12-19 21:02:33 UTC,,,
0FFMKE1Q7J4JRAYQ57E4HDZJDD,888.64,2699034,2023-12-19 21:02:39 UTC,,,
0FFMKE3MN9PQZ2AS10V5YY7BA8,878.45,2699034,2023-12-19 21:02:46 UTC,,,
0FFMKE5HZ93ENVD8HW1FTPMJVX,873.26,2699034,2023-12-19 21:02:52 UTC,,,
