si,pga,x,y,z,time,erdbeben
0,0,177.00,-73.00,626.00,117909,0
0,0,241.00,721.00,-734.00,117933,0
0,0,323.00,-153.00,256.00,117956,0
0,0,957.00,183.00,-72.00,117980,0
0,0,-1.00,21.00,202.00,118003,0
0,0,-37.00,-3.00,-60.00,118026,0
0,0,-35.00,-133.00,-4.00,118049,0
0,0,43.00,-219.00,86.00,118072,0
0,0,-19.00,-205.00,12.00,118096,0
0,0,-19.00,-189.00,16.00,118119,0
0,0,-27.00,-143.00,-28.00,118143,0
0,0,-15.00,-131.00,46.00,118166,0
0,0,-5.00,-135.00,22.00,118189,0
0,0,-27.00,-135.00,36.00,118212,0
0,0,-39.00,-141.00,26.00,118235,0
0,0,-1.00,-151.00,32.00,118259,0
0,0,-3.00,-181.00,-14.00,118282,0
0,0,-15.00,-177.00,34.00,118306,0
0,0,-15.00,-149.00,32.00,118329,0
0,0,-25.00,-139.00,32.00,118353,0
0,0,-15.00,-145.00,4.00,118377,0
0,0,-17.00,-165.00,24.00,118400,0
0,0,-1.00,-171.00,42.00,118424,0
0,0,-19.00,-143.00,2.00,118447,0
0,0,-21.00,-147.00,22.00,118491,0
0,0,-35.00,-137.00,8.00,118514,0
0,0,-21.00,-147.00,2.00,118538,0
0,0,-11.00,-167.00,0.00,118561,0
0,0,-13.00,-149.00,4.00,118585,0
0,0,-33.00,-151.00,14.00,118608,0
0,0,-19.00,-149.00,34.00,118631,0
0,0,-25.00,-157.00,8.00,118654,0
0,0,-13.00,-159.00,24.00,118678,0
0,0,-27.00,-157.00,12.00,118701,0
0,0,-31.00,-175.00,16.00,118725,0
0,0,-15.00,-145.00,34.00,118748,0
0,0,-17.00,-157.00,6.00,118772,0
0.00,0.00,-11.00,-151.00,12.00,118877,1
0.00,0.00,-11.00,-165.00,18.00,118942,1
0.00,0.00,-3.00,41.00,-30.00,119008,1
0.00,0.00,-13.00,-143.00,36.00,119073,1
0.00,0.00,-37.00,-129.00,26.00,119138,1
0.00,0.00,-21.00,-169.00,10.00,119204,1
0.00,0.00,-37.00,-141.00,34.00,119269,1
0.00,0.00,-19.00,-139.00,18.00,119334,1
0.00,0.00,-7.00,-155.00,28.00,119399,1
0.00,0.00,-27.00,-157.00,-2.00,119485,1
0,0,-15.00,-167.00,14.00,119508,0
0,0,-19.00,-137.00,22.00,119531,0
0,0,-7.00,-147.00,4.00,119555,0
0,0,-15.00,-147.00,0.00,119578,0
0,0,-11.00,-147.00,-4.00,119602,0
0,0,-13.00,-151.00,16.00,119625,0
0,0,-23.00,-137.00,16.00,119648,0
0,0,-23.00,-155.00,14.00,119671,0
0,0,-21.00,-159.00,2.00,119695,0
0,0,-15.00,-149.00,26.00,119738,0
0,0,-25.00,-151.00,10.00,119762,0
0,0,-11.00,-145.00,28.00,119785,0
0,0,-7.00,-135.00,14.00,119808,0
0,0,-3.00,-167.00,6.00,119831,0
0,0,-27.00,-147.00,32.00,119854,0
0,0,-21.00,-155.00,4.00,119877,0
0,0,-33.00,-151.00,-8.00,119901,0
0,0,-15.00,-145.00,4.00,119924,0
0,0,-15.00,-165.00,34.00,119947,0
0,0,-11.00,-171.00,32.00,119971,0
0,0,-25.00,-155.00,18.00,119994,0
0,0,-7.00,-163.00,20.00,120018,0
0,0,-33.00,-145.00,8.00,120062,0
0,0,1.00,-161.00,12.00,120085,0
0,0,-11.00,-141.00,24.00,120108,0
0,0,-9.00,-149.00,20.00,120132,0
